11.440000,11.440000,12.540000,10.219999,9.559999,8.860000,9.559999,9.559999,8.860000,8.860000,8.080000,6.260000,5.100000,3.620000,3.620000,0.000000,0.000000,0.000000,3.620000,0.000000,3.620000,3.620000,3.620000,5.100000,6.260000,8.080000,9.559999,10.860000,12.000000,12.000000,11.440000,10.219999,9.559999,7.240000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,5.100000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000
9.559999,9.559999,10.219999,9.559999,9.559999,9.559999,9.559999,8.860000,8.080000,7.240000,6.260000,6.260000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,6.260000,7.240000,8.860000,8.860000,10.219999,10.860000,11.440000,13.040000,13.540000,12.000000,12.000000,10.860000,10.219999,8.860000,7.240000,6.260000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.440000,12.540000,12.540000,12.540000,12.540000,12.540000,12.000000,11.440000,10.860000,10.860000,10.860000,10.219999,10.219999,10.219999,10.219999,10.219999,10.219999,10.219999,10.219999,9.559999,9.559999,8.860000,8.860000,8.080000,8.080000,7.240000,6.260000,6.260000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,6.260000,7.240000,8.080000,8.860000,9.559999,10.860000
11.440000,10.860000,11.440000,13.040000,12.540000,13.540000,13.540000,13.540000,14.020000,12.540000,12.540000,12.540000,11.440000,10.860000,10.860000,9.559999,8.860000,8.860000,7.240000,7.240000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.540000,13.540000,13.540000,14.020000,14.020000,14.020000,12.540000,13.040000,12.540000,12.540000,12.540000,12.000000,12.540000,11.440000,11.440000,10.860000,9.559999,9.559999,8.080000,7.240000,6.260000,6.260000,5.100000,5.100000,5.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.860000,11.440000,11.440000,12.000000,11.440000,12.000000,13.540000,12.540000,12.540000,13.540000,12.540000,12.540000,13.040000,11.440000,10.860000,10.860000,9.559999,8.860000,8.080000,7.240000,6.260000,5.100000,5.100000,5.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.860000,11.440000,12.540000,10.219999,10.860000,10.860000,11.440000,10.860000,10.860000,12.000000,10.860000,10.860000,11.440000,10.219999,10.219999,10.219999,9.559999,8.860000,8.860000,8.080000,6.260000,6.260000,5.100000,5.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.020000,13.540000,12.540000,10.860000,11.440000,12.540000,15.780000,20.459999,21.100000,20.779999,19.820000,18.459999,17.359999,16.180000,14.920000,13.040000,10.860000,9.559999,8.080000,7.240000,6.260000,5.100000,3.620000,0.000000,3.620000,0.000000,0.000000,8.860000,3.620000,5.100000,11.440000,12.000000,8.080000,11.440000,11.440000,10.860000,8.860000,10.860000,8.860000,9.559999,8.080000,7.240000,8.080000,7.240000,6.260000,6.260000,7.240000,7.240000,6.260000,6.260000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,3.620000,5.100000,7.240000,8.860000,10.219999,11.440000,12.540000,13.540000
12.540000,14.020000,14.920000,15.780000,16.180000,16.580000,16.180000,16.180000,15.339999,14.920000,14.480000,14.020000,13.540000,13.040000,13.040000,13.040000,12.540000,12.000000,11.440000,10.219999,9.559999,8.080000,6.260000,5.100000,5.100000,6.260000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,5.100000,6.260000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.860000,7.240000,6.260000,6.260000,5.100000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.440000,12.000000,13.040000,12.540000,13.040000,14.480000,13.540000,13.540000,14.480000,13.040000,12.540000,12.540000,10.860000,10.219999,8.860000,7.240000,6.260000,5.100000,5.100000,5.100000,5.100000,10.219999,12.540000,13.540000,14.480000,13.540000,12.540000,10.219999,8.080000,7.240000,6.260000,5.100000,3.620000,6.260000,8.080000,7.240000,8.080000,7.240000,6.260000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,5.100000,5.100000,6.260000
12.540000,13.040000,13.040000,12.000000,12.000000,12.000000,10.219999,9.559999,8.860000,7.240000,7.240000,5.100000,5.100000,3.620000,3.620000,3.620000,5.100000,5.100000,7.240000,7.240000,10.219999,12.540000,13.040000,13.540000,13.540000,12.540000,13.040000,12.540000,13.540000,10.860000,11.440000,10.219999,9.559999,8.860000,8.080000,8.080000,8.080000,8.860000,7.240000,5.100000,3.620000,0.000000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.000000,13.040000,14.020000,14.020000,14.020000,13.540000,13.540000,13.040000,13.040000,12.540000,12.540000,12.540000,12.000000,11.440000,10.860000,10.219999,9.559999,8.860000,8.080000,7.240000,6.260000,6.260000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,5.100000,6.260000,6.260000,6.260000,8.080000,10.219999,10.860000,10.860000,12.000000,11.440000,11.440000,12.000000,10.219999,10.219999,10.219999,9.559999,10.219999,10.219999,10.860000,10.860000,10.860000,11.440000,10.860000,10.219999,10.219999
8.860000,11.440000,11.440000,11.440000,12.000000,14.480000,12.000000,11.440000,10.219999,9.559999,10.219999,10.219999,10.860000,10.860000,9.559999,8.080000,7.240000,7.240000,5.100000,0.000000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,6.260000,6.260000,7.240000,7.240000,8.080000,8.080000,8.860000,8.860000,8.860000,9.559999,8.860000,8.860000,8.860000,8.860000,8.860000,8.860000,8.080000,8.080000,8.080000
12.000000,12.540000,12.540000,12.540000,12.000000,12.000000,12.000000,12.000000,11.440000,10.860000,10.860000,10.860000,10.219999,9.559999,8.860000,8.860000,8.080000,7.240000,7.240000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.219999,10.219999,10.219999,10.860000,10.860000,11.440000,11.440000,11.440000,11.440000,11.440000,11.440000,10.860000,10.219999,10.219999,9.559999,8.860000,8.860000,8.080000,7.240000,7.240000,6.260000,6.260000,5.100000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.100000,6.260000,6.260000,7.240000,7.240000,8.080000,8.080000,8.860000,8.860000,10.860000,13.540000,13.540000,14.480000,13.040000,12.540000,13.040000,12.000000,11.440000,12.000000,10.860000,9.559999
10.860000,11.440000,12.540000,13.040000,14.480000,14.920000,15.339999,14.020000,14.920000,14.920000,14.920000,14.020000,10.860000,12.540000,12.000000,9.559999,8.080000,8.080000,6.260000,6.260000,5.100000,7.240000,6.260000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,5.100000,6.260000,6.260000,6.260000,6.260000,6.260000,7.240000,8.080000,8.860000,9.559999,9.559999,10.219999,10.860000,10.860000,11.440000,12.000000,12.000000,12.000000,12.000000,12.000000
13.540000,13.040000,12.540000,12.000000,11.440000,10.860000,10.219999,9.559999,9.559999,8.860000,8.080000,8.080000,7.240000,7.240000,7.240000,8.080000,8.860000,8.080000,8.080000,7.240000,7.240000,8.080000,10.860000,11.440000,12.540000,12.540000,13.540000,13.540000,14.480000,14.480000,14.920000,15.780000,13.540000,12.540000,14.480000,16.580000,17.719999,14.480000,12.540000,12.540000,12.540000,13.540000,13.540000,15.780000,16.580000,18.459999,20.139999,18.459999,19.820000,19.820000,18.799999,17.359999,16.980000,17.359999,17.719999,14.020000,13.040000,8.080000,7.240000,7.240000,6.260000,5.100000,6.260000,6.260000
10.219999,10.219999,10.219999,9.559999,9.559999,9.559999,8.860000,8.080000,7.240000,7.240000,6.260000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,5.100000,7.240000,8.080000,8.080000,8.860000,8.080000,8.080000,8.860000,8.080000,8.080000,8.080000,8.080000,7.240000,7.240000,7.240000,7.240000,7.240000,6.260000,5.100000,5.100000,3.620000,3.620000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,8.860000,8.860000,10.860000,9.559999,10.219999,10.219999,11.440000,12.540000,13.540000,12.000000,12.000000,13.540000,13.040000,14.020000,11.440000
10.219999,10.219999,9.559999,9.559999,8.860000,8.080000,8.080000,7.240000,8.080000,7.240000,7.240000,7.240000,6.260000,6.260000,6.260000,7.240000,8.080000,8.860000,8.860000,10.219999,9.559999,10.219999,10.860000,10.860000,10.860000,11.440000,11.440000,9.559999,9.559999,9.559999,10.219999,9.559999,8.860000,8.080000,8.080000,8.080000,8.860000,8.860000,8.080000,7.240000,6.260000,8.860000,9.559999,13.540000,13.040000,9.559999,9.559999,9.559999,9.559999,9.559999,8.860000,8.080000,9.559999,10.219999,10.219999,10.219999,9.559999,10.219999,8.860000,8.860000,8.080000,6.260000,8.080000,7.240000
